"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Algeria","DZA","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56425260623.8065","58749849201.8446","59344812832.2964","62599885791.0579","66761287863.6474","69795406269.5567","74209234446.1335","75855675361.9681","77799271521.1459","79261284512.2382","79388920285.2218","81402414432.8234","82395203285.4249","84386944589.0938","85177275369.7119","87992905968.0385","90793946108.5002","95857742894.7348","97979233416.5033","98893359535.5038","99961318469.0726",
"East Asia & Pacific (excluding high income)","EAP","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","65020677907.9956","54144627526.3736","53025739289.8744","56025760061.0666","62318074769.3599","70154114792.2376","79013759926.0251","76505606805.2151","78433815448.8032","94055336991.781","113601218531.931","125778577087.5","136789449953.98","150387453748.34","157801083137.803","172661606449.279","183931466362.328","206183829285.063","227334755993.545","247662612013.477","272987732480.584","285533363595.175","294614370620.158","316097525445.135","345297194698.103","367149229405.58","396734068695.759","436163375047.996","486654072869.105","516097994075.807","548624253228.707","610244114714.177","693842135601.831","772679213778.957","886551533136.845","999555459764.171","1111322176877.06","1199008663257.89","1216299730403.5","1298069070939.78","1408208639855.18","1498018004919.64","1624650324221.36","1797531228538.33","1969397936970.89","2168815341734.96","2411908210665.25","2712615767290.3","2936236430060.86","3176129514642.23","3535575688253.22","3862527446063.64","4168856676991.41","4473049842594.27","4772753313856.33","5043934378768.42","5335790462943.11","5636434722948.11","5952772447077.28","6268496219242.43",
"Early-demographic dividend","EAR","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","566193145545.618","602308606118.937","639654702113.25","696800770336.216","747425350278.242","844872678165.705","910252764920.156","993405865379.296","1107712069783.92","1161928782741.3","1111120647060.83","1238592522855.42","1272352072603.09","1235458508580.42","1278907626165.98","1254877394519.12","1288781074064.97","1236490167540.29","1167115974045.33","1185897799519.51","1170764778592.09","1236939522249.16","1265833026800.27","1330960351883.89","1357142192269.28","1477052929578.12","1593249184487.93","1653785508109.98","1695782305494.42","1753406832932.09","1793132063415.54","1901348649140.03","1967917444343.29","1986694529416.24","1967309536544.83","2068265021391.81","2059175778621.81","2071141201179.01","2180964994320.21","2336348669399.21","2468162805539.91","2621177824731.37","2734170458900.69","2815229417664.06","2770553394040.34","2927923162509.19","3091906031235.19","3157467539761.02","3244069456134.94","3359242445213.97","3503051986952.35","3675092250642.02","3807797506079.61","3929089169842.96","3955564267889.2",
"East Asia & Pacific","EAS","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","480125683753.053","532113372015.087","581785261327.154","649225933624.665","683035169569.762","746530976057.334","788444983799.888","867429931331.193","939659185936.436","1005798293271.85","1075928775000.69","1124670217907.87","1163897895018.39","1222196808021.21","1322125588386.79","1400663576192.9","1506339920865.42","1632616217829.45","1796946958841.99","1906884440213.11","2020866500791.54","2189317924099.3","2379962527263.8","2596651972294.49","2905796438468.25","3087904056593.58","3293062522537.98","3393365603350.7","3357902581611.79","3466164989845.54","3657848859763.24","3682077396542.39","3818946232649.33","4055937183603.7","4316923448356.68","4597574613566.02","4920171843823.08","5304715739957.16","5527965903041.82","5505527390935.61","6109072027085.18","6416556602354.39","6761139296193","7123605199444.49","7515586872758.58","7837933881448.4","8157600852279.21","8567617285269.6","8938382003692.04","9344645006094.67",
"Europe & Central Asia (excluding high income)","ECA","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880686383572.573","824470976937.334","674962077297.747","597668668933.686","486112296736.04","469529106619.636","458280460264.49","473654287502.721","471300090908.461","491063351434.862","541568601946.53","556675941426.044","584823195993.627","635336989515.925","702689331231.855","747509766400.633","807119605326.103","861698573038.126","875652047804.073","799137862694.343","861082948275.766","934177908928.018","964455123160.476","994513156717.979","1008559949311.08","1015152778647.88","1040045427179.73","1085540102210.59","1106465907969.33","1114212108500.34",
"Europe & Central Asia","ECS","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4285231363651.27","4112082097539.96","3930750740854.13","3915081388323.65","3962965050811.33","3969409599121.42","4055550989737.52","4120356150036.52","4215021710767.79","4411472767793.34","4473125265575.24","4515683724531.05","4597021232778.2","4775836170261.89","4872463653943.46","5078289771710.9","5259094455596.77","5218940888148.55","4705518750661.07","4956032130020.38","5102312848365.02","5040648247464.45","5022801087142.85","5118272520459.59","5231565245825.01","5359237419193.73","5546658317233.71","5657665623116.71","5678684575646.76",
"Ecuador","ECU","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","2637391323.39227","2848974259.86298","2864357385.04579","3012949674.20383","3453204240.46869","3817330920.69535","3735382319.7557","4059641607.28165","4104808225.12509","4357221032.10708","4717165715.68255","5508120432.87847","6075525365.39269","7875713205.4097","8461751355.03541","9274859383.8351","10041607818.244","9738966066.91545","10508523566.7727","10614316676.9189","10373450581.031","10452797917.2641","10424624643.2089","10739623027.7996","11079285858.2585","11588116017.8415","12031465159.3604","11109570938.6467","12556806715.2283","12511364698.8115","12788689810.3777","13083342499.4553","13341587497.1341","13850442692.9511","14848355682.5952","14797070209.1763","14557748848.9227","14812630228.5713","14880597344.666","13934475560.3664","15461173839.8572","16413677360.1886","17160888769.4407","17629165237.2841","20311153021.1681","21210155361.3767","22186925251.4566","22002251730.8404","23467191880.2542","23426268904.064","24152535000","26317458206.9573","28036324603.6949","29262569298.7037","30328331734.1429","30178891705.5536","29723601532.256","29732002440.5553","29432968410.5378","29448753756.0384",
"Egypt, Arab Rep.","EGY","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","3252334213.57099","3555116436.1137","4161710752.70435","4490239762.87825","5037101532.16456","5198791358.48838","5333704525.67578","5305897995.0341","5041221018.18555","5726085569.17501","6087565335.64274","6561575234.91851","6771062755.94676","6917526488.86904","7451009540.30113","8688902312.39005","9815372774.60603","11030130681.5151","12496862244.4462","13711620151.3553","15650511973.6366","17983572493.4774","18398155578.99","20293326488.6385","22728416592.6903","25357114084.6344","26087913802.3118","26753268769.1524","28257138892.3285","29991295385.898","31611309944.0544","33287394214.026","33788016767.0199","34540442557.3396","36423440311.6644","38249213493.0659","40127571411.0394","41974223834.1287","44801536999.8394","47795963213.4601","51334078372.5381","53179498709.6831","53954841902.8165","55468268810.9692","57521033014.5547","63573370576.236","67730323494.5248","72269966188.029","75372175715.2913","78328132936.6519","78717525404.7745","79128495023.1993","79896775462.0129","81635678899.8598","83031915921.8953","83679224519.822","85467168651.9158","90955800943.4494","",
"Euro area","EMU","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2439262394743.57","2435869217863.28","2340116818239.32","2405440013204.46","2440937831386.22","2436976104991.42","2485709572175.97","2541144587102.39","2599842206544.94","2718296701088.62","2756209012396.05","2758549211187.05","2774413092286.6","2844301341430.09","2880423875693.87","2984296083397.79","3077461116627.38","3019482454727.99","2685116060539.53","2823237317826.61","2867433462250.01","2803516553980.97","2764210267464.29","2807789493001.11","2878618896206.43","2957742442715.96","3048505013458.04","3110929608744.39","3106162010244.49",
"Eritrea","ERI","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263911178724.841","268274907318.598","279261345274.18","292331257546.159","308102905498.368","324100584486.818","339257959858.187","344488583955.641","352327872130.167","355990904511.581","365086659328.734","374666386482.306","379486165931.535","375605080079.866","339252641480.864","329036038642.829","313265720284.95","292715510307.766","275974588088.388","277782836378.306","287797340878.056","299439268838.733","310062727542","313818831526.572","318179900931.668",
"Estonia","EST","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2389289256.53538","2436293843.21345","2764851510.69176","2949950379.07996","2772150446.90695","3328372971.93033","3623685031.91227","3887894093.96333","4233984978.9261","4395205620.65599","4936270370.00323","5400129173.69528","5792270718.29479","5624254067.61042","4295505580.13191","4766810087.29185","5493429873.51543","5643750432.32761","5747799399.30775","5903417402.50483","5917953370.64761","6220437673.40955","6751101060.01228","7352935866.1543","7211364606.92432",
"Ethiopia","ETH","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","735160635.966447","800727272.439329","862042415.010755","902257878.760161","975711008.786326","1018578422.25452","1080267807.11208","1035862035.60197","1020516744.64365","970828215.116048","791892109.469551","634605373.769644","805300312.774324","863358017.85787","933517007.619139","974046507.839503","1009873038.70241","1062450973.24943","1120713060.81665","1180656732.06776","1241037651.10991","1344364887.81745","1431420367.3982","1598112210.46466","1748832871.50042","1926585546.05122","2110059201.62313","2323815113.6655","2548604910.29073","2824291474.67225","3248242036.43462","3886126118.91754","4822788056.42745","5644703697.49401","6764962491.03901","8384768512.62436","10109694896.6835","11397664924.8506","12828723463.1131",
"European Union","EUU","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2757569103039.55","2750429592776.58","2641429990073.09","2723822792983.06","2778407906961.18","2783701493737.34","2839740444934.68","2902938230109.13","2971537430482.95","3104500604599.97","3147757708855.03","3157893731745.69","3185088800355.82","3280803990551.65","3333357267668.71","3472545749377.44","3590628910770.39","3546628264236.79","3172845254786.87","3334385834339.49","3400668531824.62","3324568157906.32","3278163638519.97","3339117382605.89","3433637018834.24","3523312193540.68","3637878376088.53","3721211631936.99","3733294941168.17",
"Fragile and conflict affected situations","FCS","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","256132571110.807","257116680593.343","252283541358.254","275065982906.616","270238133028.452","256633622470.307","271176564900.541","278686881368.552","290790149284.044","304172512367.076","300180900577.059","291794922627.723","275902228313.538","249685875031.717","270346723330.336","272470469649.741","281904600005.446","299166337261.554","312766305768.402","293266899779.699","355291980735.337","324491071659.151","342214957414.984","338735878938.608","333440951544.318","344638788384.863","357389860141.281","376588649881.794","402655882131.107","398191672924.057","416502893690.939","429461422598.609","399562015533.062","365827923368.227","417189826742.688","435169866939.054","453168772466.117","469279117995.645","486912585555.083","487701929551.773","504062870023.178","527305915761.54","551038406922.198","562491431288.438","572711454341.209","","","","","",
"Finland","FIN","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","27970839283.379","27084755202.7386","27280060616.6707","27777097683.973","29248859376.3076","31321423104.6516","31626776969.1584","32240440319.7393","33364452421.0869","33605157878.1433","34711732296.7712","35402399037.4824","36837870299.986","38891696235.5167","41890646367.2138","41675502554.8306","37335725977.5569","36260785310.0749","35829080682.8045","37365209998.5405","37716650361.3939","40042976610.7287","43826577767.0965","47383883332.8696","49930153493.598","54724093182.4335","55319582488.6754","56876312123.3404","58766307834.2557","61673019800.2267","63996160398.2663","69558135067.6222","75345501076.9581","73431019010.4128","60277145145.2205","65181549615.4229","65251145902.9619","60248933616.2273","59934016014.4413","59349182208.4781","59675695295.1069","62336980804.2277","66425784652.327","65864243688.088","66173276574.654",
"Fiji","FJI","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","139516375.964312","157091979.479461","177755689.512342","195171523.61898","175862624.961848","192899883.056634","192899883.056634","207476258.705957","227163779.497751","217509307.10778","207097636.571297","213533936.123675","237386162.028308","237196827.899573","275057473.190135","278843556.168314","296448724.403687","279032844.17424","258588125.235935","264077892.513065","245904768.014297","274300228.920814","233032168.909542","217887929.242441","280392037.216792","288943759.379256","284356721.295275","313286299.418877","330641223.087177","343657466.835618","349567064.987608","375454394.009749","386846519.23065","391512397.28638","423083060.013935","400056470.80317","429142712.373373","438838139.829365","442534458.820387","486890939.477006","454593138.04925","457608419.823054","434034446.897953","495172275.338559","500336620.579334","533025387.061461","543602413.584538","531423013.746692","554926243.334187","561469186.107281","600170932.297045","643635084.072398","670724927.440521","700462505.449524","",
"France","FRA","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","132652813666.588","143182053441.703","152689723300.462","163917523389.995","179946641395.271","191806402206.49","203093490587.945","213075203306.269","220019256132.323","235668035745.714","257169164799.169","276987934070.816","283735684950.019","301429671978.196","318547925244.486","311397573429.217","320998029686.128","331243233738.603","335339662907.799","338660157904.417","340674463580.598","336826097433.691","336589123747.436","336876539907.469","333445781569.461","335552024041.297","340202205509.816","344233451864.772","362382282863.446","376718705132.746","391924484838.427","394715573800.635","400061096410.489","383511592290.824","386478967963.732","398277126541.907","396968289503.571","400933272243.297","416852031786.914","432703567954.241","455574556510.038","466619474190.797","468725827310.247","474122313599.153","485236353760.474","491608259029.913","501039026352.662","514285524400.678","499132268077.467","469393936545.839","471593113842.57","478082686062.441","473416841293.43","476568728890.45","474525148423.487","475205209679.704","474928479511.534","481436395271.636","484765417347.914","488482140467.162",
"Faroe Islands","FRO","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329172667.62682","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21998417.8635747","19935837.4296268","16612771.8090716","19182311.7626699","19324302.2584326","20590132.4227855","21215611.0141855","18624226.3689314","17774491.1025543","17080341.1666405","16665989.1961905","13188500.1968557","12171676.2783453","13434136.7828151","18201973.1270314","21485300","24048449.2193373","23738208.1197575","18978040.6566544","13546148.9251353","12706174.0529023","13518843.0605656","13904727.214762","12882790.7088428","",
"Gabon","GAB","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","6987458324.16432","6528240505.89719","6846631526.5691","6633554458.87706","7528723059.45739","7538519715.93846","7670774434.3996","6304142229.01105","6274752270.12525","7777312971.76476","9059449120.5154","8326904857.04814","8414095013.10859","8941889359.37685","9751337300.33281","10261987514.4751","10628137188.4238","11016329317.4602","11164503600.2523","9655819994.28205","8750854746.77261","8824329597.73557","8771145334.13667","9065350484.91378","9192175271.54856","9390663199.44839","8056802382.68527","8307734576.41419","7268142129.26878","7006430298.22976","7932587448.76406","8588394723.84708","8577553462.36963","8784835832.81466","8838414875.57578","9041981385.84935","9025820516.08363","8429603769.599","8368526753.65275","9088707937.13224",
"United Kingdom","GBR","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","448506668327.301","428154074526.371","425243742934.727","430556148082.376","447859643381.302","454960987389.416","461520685134.442","467940477036.93","472494679272.422","477855916359.695","484972512089.732","481642545134.634","483372366472.234","488199686889.629","498778255744.281","493554922706.764","498349515496.543","503734916788.951","491043780749.371","445568285891.943","466991108528.669","468718704039.215","450985792281.527","449709787418.96","467456325828.456","476217985088.983","485821055315.806","501347080912.212","502317682693.135","501331963528.689",
"Georgia","GEO","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1477567777.07579","1650699169.37725","1802342047.7893","2039841414.86799","2335112786.20969","2225462996.795","2141138589.84416","2063289008.58441","2259522507.51406","2512105504.79136","2604173810.83479","2785979022.91196","2858956242.08351","3049999076.84061","3182932866.07293","3174794960.3787","3259957043.75189",
"Ghana","GHA","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4252123074.66779","4510844558.11723","5190631659.69658","5423526388.92243","5800320279.72028","8215560325.07487","9122851513.68604","9728943769.09702","9840684360.0934","9949320559.2611","10380140270.817","12005656448.5684","13273474578.8958","14120112928.67",
"Gibraltar","GIB","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","1020242773.69344","1053229837.97671","1085502766.8707","1119222724.44106","1158785254.77532","1148039128.95946","1160799389.86087","1242857871.56673","1266548027.52184","1352201985.39278","1459943016.84349","1508278626.28668","1581265019.80154","1679901130.88014","1753921294.51416","1844251701.64673","1937880972.6425","1939513600.40768","1997580689.00997","2072654300.16498","2092254601.26149","2131259764.27816","2286932165.44119","2187328062.95975","2214618261.17769","2230470186.60789","2319078690.79863","2215410363.42372","2363001252.88352","2292019893.60593","2725572211.73122","3141184592.36709","3453897445.56084","3664596544.47177",
"Gambia, The","GMB","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143306814.392345","140696561.061671","146233163.269731","150019977.99741","148492471.021371","147403844.897973","151677341.853491","158477727.410241","166661948.688652","172710343.230388","189244079.795807","232036455.620538","276633888.164917","266819579.521357","273535264.704737","305017373.940628",
"Guinea-Bissau","GNB","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82355415.8454331","84520038.0475332","98275583.1434441","104919107.998186","90207051.4883214","96527401.2848342","100544315.431417","94952736.2360119","99809037.9499419","104485315.973717","111579984.533907","110562742.236528","116071900.947283","121526835.654981","124910413.445839","131311014.766878","136032840.953223","152228466.186772","159839889.49611","168030330.786317",
"Equatorial Guinea","GNQ","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10555207584.6678","11950457327.9393","14109370584.3898","14218821908.93","12194158259.3009","12989180472.4407","14002871206.4362","12711139479.8202","12725961726.6784","11167008013.573","9934876156.36371","9279538584.36394","8205901035.20215","7422910723.18944",
"Greece","GRC","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35945343272.9087","35536982024.0322","36274151650.719","38110396023.2818","41777299826.1357","43249200182.1496","46233675023.7971","48524975357.3676","52782658801.0444","53850105524.9622","51919192818.1271","56833243346.6638","55552866091.6099","48375839584.883","48163690650.8155","41395247021.5585","37594116883.2891","35233731452.6575","33772956999.4596","31965538717.9619","30896326950.8057","32749859705.0515","33765537232.8845","34686335486.1486","35181137660.6085",
"Grenada","GRD","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","28861044.0830353","31660311.9411176","35963181.5809105","34063586.6503979","36060894.1492266","41000648.2193714","39150248.1322214","37062474.6375533","42214617.7687296","47426828.9090331","55136942.2630199","59673225.1184128","60497038.8749268","60809219.8117219","65127588.3529332","65417864.6331988","64684030.3228492","68204301.9655237","71835979.8422221","75668643.6594861","81934386.5573361","95618379.1450904","103378205.722468","115841979.677228","105425186.760091","107975914.130856","122836100.253557","122042284.330752","192599593.437973","151465642.182291","148681933.165902","142154933.348188","114702081.011845","113412703.703704","106722087.606114","97447053.5697715","107994598.961201","106204079.621493","111860663.979612","120962863.335267","139201986.067571","152988249.164778","153397496.55507",
"Greenland","GRL","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301559360.608808","358404011.308476","386266247.043971","339538770.647748","379189559.218364","458295549.510144","438523497.092868","452676872.744083","466385732.828364","503227183.015949","492452125.673441","532351842.961541","564054693.195356","621379420.707313","543304706.530823","651748724.240323","",
"Guatemala","GTM","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","1634618503.32467","1779512426.59668","1804971815.09564","1936593778.34282","2108126494.06647","2252212775.38475","2483320697.715","2693901492.51059","2936035379.65014","3137939730.27181","3240093716.05544","3446618694.87382","3690185223.5091","4038319744.48587","4174104198.57629","4203055547.85576","4977789069.42655","5549355206.71149","5896925450.17762","6270202581.72793","6644852178.62469","6661147158.8565","6247730773.46741","5816985193.35261","5574404541.63824","5483239331.6216","5580679509.36126","5784213587.09012","6026808524.16189","6228771327.63973","6283748889.62078","6436001790.58002","6890940533.58321","7066565206.07605","7256888707.61274","7589074982.84346","7799226280.50728","8199398634.34786","8619121843.13824","8954620044.40333","8920086454.18297","9112890092.64221","9478287551.41902","9618722386.99763","9827749170.36024","10096412470.1951","10630626516.7594","11109373111.6873","11265723200.939","11022645308.2989","11182694134.8755","11590607709.7951","11893028402.3895","12304349096.6429","13189176222.5648","13576819070.5654","13774796543.3852","13884063491.1387","14107542700.4401","14642955314.8433",
"Guam","GUM","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","349598069.182399","372239898.810595","423352546.70936","345995472.570852","413560502.117871","452377684.072024","479304048.678003","513437169.192066","548685004.998614","595982878.390596","628320473.851762","622229995.921154","581264990.264814","535373446.547519","584160732.366126","666853941.664494","685557805.119238","672148231.59297","629010312.458779","605554497.582736","645722707.526114","533408630.620764","449343470.717478","311118774.449301","326749357.424763","336240932.419111","370015763.991422","423206175.215346","403609150.410017","345070418.671159","358714784.715555","393485910.840501","382042249.045513","463468304.715152","508802811.398366","512323937.794034","569982388.072967","636003514.247958","635563372.943965","600792247.062263","610475345.25579","625880274.750438","601232387.559001","585827458.064353","578345063.969025","574383796.269365","569982388.072967","624010323.241556","687918812.811744","688695090.289209","706208947.05155","764632661.426836","791028691.793011","887119251.292627","922176725.083237","925930461.224122","1084284847.5339","1087501759.04389","1143499429.71504","1177803734.51223",
"High income","HIC","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9290700044232.84","9418498299756.96","9665649586796.21","10083702989949.3","9946431237388.42","9954132175187.2","10193898295272.1","10614448884060.4","10832790043369.3","11240106022805.9","11526506257441.2","11370182635417.7","10334993244648.8","10887262945309.5","11042598633928.7","11085459426361.1","11198577752009.7","11463810201952.4","11711596748245.1","11861248038542.3","12179422071195.1","12427138110072.8","",
"Hong Kong SAR, China","HKG","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18577469179.7521","18011991568.1269","17547030731.6253","16745389729.5227","16028513712.7968","15474708287.5551","14826618827.8918","14763158413.6006","15187549920.5284","14389875197.0479","15629279719.9197","17230408597.7018","18097209841.5533","18432983420.1392","19922943248.1705","20461903470.6802","21099453969.5421","20956781362.1283","21474394464.9259","20627569823.1073",
"Honduras","HND","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","537042184.395817","523634749.634281","595264998.717589","605549915.907171","620059907.828964","638608948.075496","649996277.008893","770114271.876168","821357271.465314","826499933.643125","861396593.39331","887109933.36565","953229926.893769","1083633246.11667","1138733242.33917","1144243245.83919","1199343242.06169","1357296559.39584","1446128025.68938","1537163860.69478","1481897298.29445","1405210048.07812","1422572279.194","1506591714.42976","1664043581.55037","1739909452.56502","1911061117.09956","2049544689.84957","2033069693.9275","2098190358.87996","2188828893.21481","2115077248.46501","2302670091.54812","2525537725.60366","2551203514.39935","2769505140.02639","2762089657.63251","2856287191.0414","2935706138.66507","3030051958.06743","3037846424.79334","3052000291.84784","3124960568.18495","3261002497.20947","3375173793.30594","3632890506.85173","3862929624.20532","4106143471.23498","4263852450.16828","3935822039.53599","4052833803.47286","4221410237.86375","4303308778.19007","4385459373.68311","4437925626.07965","4624145922.14123","4795873046.11618","5011767990.84476","5232645872.33088","5326730310.52535",
"Heavily indebted poor countries (HIPC)","HPC","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","55310391974.1158","58529117737.0838","62580916426.9202","63415058334.9612","64564884804.9973","66276041670.1156","65520913286.9436","65573512303.4696","62316974126.9286","59566696613.2792","56116517145.4989","54470827099.8156","52697793673.3929","54049407773.9169","56573213362.261","58558943679.5729","61102967190.7355","63891732542.5207","68424720948.6958","70298638267.8425","74475933849.2635","77954371455.1377","82617937910.1034","89448631142.7111","94629285302.4452","100360732850.917","104458760431.657","109287738876.217","118138233351.364","126605837552.185","130672274222.375","140870732342.569","150174917560.56","157858291124.712","165859587359.72","177785135405.97","188375312419.758","197051249605.763",
"Croatia","HRV","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9621476701.04322","10017771410.0428","10920423760.9801","11031849702.3755","11151453694.5155","11548600283.801","11722213486.067","12224652478.6895","13186595697.5252","13945621032.26","14545344753.532","15263990962.7154","15939020901.2607","16261883529.616","14546537385.9323","13261731538.7414","12957610276.6759","12081025462.4871","11872144416.385","12082218094.8874","12365042349.8054","12996285641.6556","13234982497.7642","13293932613.5483","13602483653.1004",
"Haiti","HTI","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4139462551.09402","4068537311.60175","3917748384.35152","3876254618.56153","3493636196.88282","2812103565.35314","1954764205.55821","2389842196.92846","2384775990.52866","2475683994.72423","2577957220.64344","2637445880.9844","2707481189.3981","2670536939.558","2705994933.89246","2738776176.6108","2685421009.60434","2753858614.86447","2787043909.09404","2835830152.83504","2895287114.42415","3037504066.6488","2886508424.79211","3528458351.54767","3702012603.79859","3918596835.94643","4132312402.76782","4264271007.78505","4298694991.70259","4338857740.60571","4412008706.43048","4434067308.4583",
"Hungary","HUN","Industry (including construction), value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20399207250.9052","20815733789.0702","23163418477.6818","25015295103.8032","26265073428.1423","27524179854.5919","28556130924.9395","30624720652.6198","32024124801.5286","33659184516.5115","35212661726.3165","36786733149.3365","38118696315.981","36136102675.7281","31550192723.7463","33206721355.492","33186036542.84","32468701439.0875","32074516359.2169","34178279229.2102","36806607894.0808","36647995093.0546","38577587388.1327","39724865238.9681","42717145808.1548",
